Book,Chapter,Character,Word Count,Percentage,pov_combined,flag
The Shadow Rising,Ch2: Whirlpools in the Pattern,Rand al'Thor,5.633,"1,46%","Perrin Aybara,Matrim Cauthon,Rand al'Thor",1
The Shadow Rising,Ch3: Reflection,Perrin Aybara,7.299,"1,89%",Perrin Aybara,1
The Shadow Rising,Ch4: Strings,Thomdril Merrilin,2.677,"0,69%",Thomdril Merrilin,1
The Shadow Rising,Ch5: Questioners,Egwene al'Vere,3.927,"1,02%",Egwene al'Vere,1
The Shadow Rising,Ch6: Doorways,Elayne Trakand,7.490,"1,94%",Elayne Trakand,1
The Shadow Rising,Ch7: Playing With Fire,Egwene al'Vere,6.418,"1,67%",Egwene al'Vere,1
The Shadow Rising,Ch8: Hard Heads,Elayne Trakand,2.725,"0,71%",Elayne Trakand,
The Shadow Rising,Ch8: Hard Heads,Rand al'Thor,1.333,"0,35%","Elayne Trakand,Rand al'Thor",
The Shadow Rising,Ch8: Hard Heads,Egwene al'Vere,1.863,"0,48%","Elayne Trakand,Rand al'Thor,Egwene al'Vere",1
The Shadow Rising,Ch9: Decisions,Matrim Cauthon,596,"0,15%",Matrim Cauthon,
The Shadow Rising,Ch9: Decisions,Perrin Aybara,548,"0,14%","Matrim Cauthon,Perrin Aybara",
The Shadow Rising,Ch9: Decisions,Egwene al'Vere,779,"0,20%","Matrim Cauthon,Perrin Aybara,Egwene al'Vere",
The Shadow Rising,Ch9: Decisions,Elayne Trakand,417,"0,11%","Matrim Cauthon,Perrin Aybara,Egwene al'Vere,Elayne Trakand",
The Shadow Rising,Ch9: Decisions,Rand al'Thor,3.900,"1,01%","Matrim Cauthon,Perrin Aybara,Egwene al'Vere,Elayne Trakand,Rand al'Thor",1
The Shadow Rising,Ch10: The Stone Stands,Rand al'Thor,5.458,"1,42%",Rand al'Thor,1
The Shadow Rising,Ch11: What Lies Hidden,Egwene al'Vere,8.021,"2,08%",Egwene al'Vere,1
The Shadow Rising,Ch12: Tanchico or the Tower,Elayne Trakand,3.463,"0,90%",Elayne Trakand,1
The Shadow Rising,Ch13: Rumors,Matrim Cauthon,3.392,"0,88%",Matrim Cauthon,1
The Shadow Rising,Ch14: Customs of Mayene,Perrin Aybara,1.980,"0,51%",Perrin Aybara,
The Shadow Rising,Ch14: Customs of Mayene,Faile Bashere,1.368,"0,35%","Perrin Aybara,Faile Bashere",1
The Shadow Rising,Ch15: Into the Doorway,Matrim Cauthon,4.673,"1,21%",Matrim Cauthon,1
The Shadow Rising,Ch16: Leavetakings,Perrin Aybara,3.364,"0,87%",Perrin Aybara,
The Shadow Rising,Ch16: Leavetakings,Elayne Trakand,1.986,"0,52%","Perrin Aybara,Elayne Trakand",1
The Shadow Rising,Ch17: Deceptions,Thomdril Merrilin,2.933,"0,76%",Thomdril Merrilin,
The Shadow Rising,Ch17: Deceptions,Min Farshaw,5.172,"1,34%","Thomdril Merrilin,Min Farshaw",
The Shadow Rising,Ch17: Deceptions,Sahra Covenry,592,"0,15%","Thomdril Merrilin,Min Farshaw,Sahra Covenry",1
The Shadow Rising,Ch18: Into the Ways,Perrin Aybara,4.350,"1,13%",Perrin Aybara,1
The Shadow Rising,Ch19: The Wavedancer,Elayne Trakand,5.719,"1,48%",Elayne Trakand,1
The Shadow Rising,Ch20: Winds Rising,Elayne Trakand,6.691,"1,74%",Elayne Trakand,1
The Shadow Rising,Ch21: Into the Heart,Moiraine Damodred,5.648,"1,47%",Moiraine Damodred,1
The Shadow Rising,Ch22: Out of the Stone,Rand al'Thor,6.286,"1,63%",Rand al'Thor,1
The Shadow Rising,Ch23: Beyond the Stone,Egwene al'Vere,9.380,"2,43%",Egwene al'Vere,1
The Shadow Rising,Ch24: Rhuidean,Matrim Cauthon,5.508,"1,43%",Matrim Cauthon,1
The Shadow Rising,Ch25: The Road to the Spear,Rand al'Thor,6.764,"1,76%",Rand al'Thor,1
The Shadow Rising,Ch26: The Dedicated,Rand al'Thor,8.363,"2,17%",Rand al'Thor,1
The Shadow Rising,Ch27: Within the Ways,Perrin Aybara,4.787,"1,24%",Perrin Aybara,1
The Shadow Rising,Ch28: To the Tower of Ghenjei,Perrin Aybara,4.285,"1,11%",Perrin Aybara,1
The Shadow Rising,Ch29: Homecoming,Perrin Aybara,5.812,"1,51%",Perrin Aybara,1
The Shadow Rising,Ch30: Beyond the Oak,Perrin Aybara,4.593,"1,19%",Perrin Aybara,1
The Shadow Rising,Ch31: Assurances,Perrin Aybara,5.120,"1,33%",Perrin Aybara,
The Shadow Rising,Ch31: Assurances,Dain Bornhald,2.070,"0,54%","Perrin Aybara,Dain Bornhald",
The Shadow Rising,Ch31: Assurances,Padan Fain,640,"0,17%","Perrin Aybara,Dain Bornhald,Padan Fain",1
The Shadow Rising,Ch32: Questions to Be Asked,Perrin Aybara,5.832,"1,51%",Perrin Aybara,1
The Shadow Rising,Ch33: A New Weave in the Pattern,Perrin Aybara,8.929,"2,32%",Perrin Aybara,1
The Shadow Rising,Ch34: He Who Comes With the Dawn,Rand al'Thor,7.967,"2,07%",Rand al'Thor,1
The Shadow Rising,Ch35: Sharp Lessons,Egwene al'Vere,5.260,"1,36%",Egwene al'Vere,1
The Shadow Rising,Ch36: Misdirections,Rand al'Thor,1.777,"0,46%",Rand al'Thor,
The Shadow Rising,Ch36: Misdirections,Matrim Cauthon,3.335,"0,87%","Rand al'Thor,Matrim Cauthon",1
The Shadow Rising,Ch37: Imre Stand,Rand al'Thor,3.832,"0,99%",Rand al'Thor,
The Shadow Rising,Ch37: Imre Stand,Matrim Cauthon,4.001,"1,04%","Rand al'Thor,Matrim Cauthon",
The Shadow Rising,Ch37: Imre Stand,Rand al'Thor,313,"0,08%","Rand al'Thor,Matrim Cauthon,Rand al'Thor",1
The Shadow Rising,Ch38: Hidden Faces,Egeanin Tamarath,2.182,"0,57%",Egeanin Tamarath,
The Shadow Rising,Ch38: Hidden Faces,Jaichim Carridin,3.194,"0,83%","Egeanin Tamarath,Jaichim Carridin",
The Shadow Rising,Ch38: Hidden Faces,Liandrin,1.931,"0,50%","Egeanin Tamarath,Jaichim Carridin,Liandrin",
The Shadow Rising,Ch38: Hidden Faces,Egeanin Tamarath,2.154,"0,56%","Egeanin Tamarath,Jaichim Carridin,Liandrin,Egeanin Tamarath",1
The Shadow Rising,Ch39: A Cup of Wine,Elayne Trakand,4.792,"1,24%",Elayne Trakand,
The Shadow Rising,Ch39: A Cup of Wine,Nynaeve al'Meara,1.032,"0,27%","Elayne Trakand,Nynaeve al'Meara",
The Shadow Rising,Ch39: A Cup of Wine,Elayne Trakand,1.611,"0,42%","Elayne Trakand,Nynaeve al'Meara,Elayne Trakand",1
The Shadow Rising,Ch40: Hunter of Trollocs,Perrin Aybara,5.323,"1,38%",Perrin Aybara,1
The Shadow Rising,Ch41: Among the Tuatha'an,Perrin Aybara,3.649,"0,95%",Perrin Aybara,1
The Shadow Rising,Ch42: A Missing Leaf,Perrin Aybara,6.113,"1,59%",Perrin Aybara,1
The Shadow Rising,Ch43: Care for the Living,Perrin Aybara,3.698,"0,96%",Perrin Aybara,1
The Shadow Rising,Ch44: The Breaking Storm,Perrin Aybara,5.391,"1,40%",Perrin Aybara,1
The Shadow Rising,Ch45: The Tinker's Sword,Perrin Aybara,7.577,"1,97%",Perrin Aybara,1
The Shadow Rising,Ch46: Veils,Egeanin Tamarath,1.037,"0,27%",Egeanin Tamarath,
The Shadow Rising,Ch46: Veils,Elayne Trakand,6.717,"1,74%","Egeanin Tamarath,Elayne Trakand",
The Shadow Rising,Ch46: Veils,Egeanin Tamarath,260,"0,07%","Egeanin Tamarath,Elayne Trakand,Egeanin Tamarath",
The Shadow Rising,Ch46: Veils,Almurat Mor,130,"0,03%","Egeanin Tamarath,Elayne Trakand,Egeanin Tamarath,Almurat Mor",1
The Shadow Rising,Ch47: The Truth of a Viewing,Siuan Sanche,2.174,"0,56%",Siuan Sanche,
The Shadow Rising,Ch47: The Truth of a Viewing,Min Farshaw,866,"0,22%","Siuan Sanche,Min Farshaw",
The Shadow Rising,Ch47: The Truth of a Viewing,Siuan Sanche,644,"0,17%","Siuan Sanche,Min Farshaw,Siuan Sanche",
The Shadow Rising,Ch47: The Truth of a Viewing,Min Farshaw,6.829,"1,77%","Siuan Sanche,Min Farshaw,Siuan Sanche,Min Farshaw",1
The Shadow Rising,Ch48: An Offer Refused,Rand al'Thor,5.521,"1,43%",Rand al'Thor,1
The Shadow Rising,Ch49: Cold Rocks Hold,Rand al'Thor,6.025,"1,56%",Rand al'Thor,1
The Shadow Rising,Ch50: Traps,Rand al'Thor,5.129,"1,33%",Rand al'Thor,
The Shadow Rising,Ch50: Traps,Matrim Cauthon,1.724,"0,45%","Rand al'Thor,Matrim Cauthon",1
The Shadow Rising,Ch51: Revelations in Tanchico,Elayne Trakand,6.646,"1,72%",Elayne Trakand,1
The Shadow Rising,Ch52: Need,Nynaeve al'Meara,6.589,"1,71%",Nynaeve al'Meara,
The Shadow Rising,Ch52: Need,Elayne Trakand,2.011,"0,52%","Nynaeve al'Meara,Elayne Trakand",1
The Shadow Rising,Ch53: The Price of a Departure,Perrin Aybara,7.948,"2,06%",Perrin Aybara,1
The Shadow Rising,Ch54: Into the Palace,Elayne Trakand,5.319,"1,38%",Elayne Trakand,
The Shadow Rising,Ch54: Into the Palace,Nynaeve al'Meara,3.645,"0,95%","Elayne Trakand,Nynaeve al'Meara",1
The Shadow Rising,Ch55: Into the Deep,Nynaeve al'Meara,3.229,"0,84%",Nynaeve al'Meara,1
The Shadow Rising,Ch56: Goldeneyes,Perrin Aybara,8.248,"2,14%",Perrin Aybara,
The Shadow Rising,Ch56: Goldeneyes,Padan Fain,514,"0,13%","Perrin Aybara,Padan Fain",1
The Shadow Rising,Ch57: A Breaking in the Three-fold Land,Rand al'Thor,8.239,"2,14%",Rand al'Thor,1
The Shadow Rising,Ch58: The Traps of Rhuidean,Rand al'Thor,6.665,"1,73%",Rand al'Thor,
The Shadow Rising,Ch58: The Traps of Rhuidean,Quote,68,"0,02%","Rand al'Thor,Quote",1
The Fires of Heaven,Prologue: The First Sparks Fall,Quote,86,"0,02%",Quote,
The Fires of Heaven,Prologue: The First Sparks Fall,Elaida do Avriny a'Roihan,4.773,"1,38%","Quote,Elaida do Avriny a'Roihan",
The Fires of Heaven,Prologue: The First Sparks Fall,Padan Fain,874,"0,25%","Quote,Elaida do Avriny a'Roihan,Padan Fain",
The Fires of Heaven,Prologue: The First Sparks Fall,Rahvin,3.456,"1,00%","Quote,Elaida do Avriny a'Roihan,Padan Fain,Rahvin",1
The Fires of Heaven,Ch1: Fanning The Sparks,Min Farshaw,8.332,"2,41%",Min Farshaw,
The Fires of Heaven,Ch1: Fanning The Sparks,Gareth Bryne,2.357,"0,68%","Min Farshaw,Gareth Bryne",
The Fires of Heaven,Ch1: Fanning The Sparks,Alteima,3.000,"0,87%","Min Farshaw,Gareth Bryne,Alteima",
The Fires of Heaven,Ch1: Fanning The Sparks,Morgase Trakand,247,"0,07%","Min Farshaw,Gareth Bryne,Alteima,Morgase Trakand",1
The Fires of Heaven,Ch2: Rhuidean,Rand al'Thor,9.104,"2,63%",Rand al'Thor,1
The Fires of Heaven,Ch3: Pale Shadows,Rand al'Thor,3.344,"0,97%",Rand al'Thor,
The Fires of Heaven,Ch3: Pale Shadows,Matrim Cauthon,3.765,"1,09%","Rand al'Thor,Matrim Cauthon",1
The Fires of Heaven,Ch4: Twilight,Rand al'Thor,5.220,"1,51%",Rand al'Thor,1
The Fires of Heaven,Ch5: Among the Wise Ones,Egwene al'Vere,8.230,"2,38%",Egwene al'Vere,1
The Fires of Heaven,Ch6: Gateways,Rand al'Thor,8.388,"2,42%",Rand al'Thor,1
The Fires of Heaven,Ch7: A Departure,Egwene al'Vere,2.933,"0,85%",Egwene al'Vere,
The Fires of Heaven,Ch7: A Departure,Moiraine Damodred,1.533,"0,44%","Egwene al'Vere,Moiraine Damodred",1
The Fires of Heaven,Ch8: Over the Border,Nynaeve al'Meara,3.390,"0,98%",Nynaeve al'Meara,1
The Fires of Heaven,Ch9: A Signal,Nynaeve al'Meara,6.131,"1,77%",Nynaeve al'Meara,1
The Fires of Heaven,Ch10: Figs and Mice,Elayne Trakand,4.608,"1,33%",Elayne Trakand,
The Fires of Heaven,Ch10: Figs and Mice,Narrator,841,"0,24%","Elayne Trakand,Narrator",1
The Fires of Heaven,Ch11: The Nine Horse Hitch,Siuan Sanche,3.766,"1,09%",Siuan Sanche,
The Fires of Heaven,Ch11: The Nine Horse Hitch,Min Farshaw,792,"0,23%","Siuan Sanche,Min Farshaw",1
The Fires of Heaven,Ch12: An Old Pipe,Gareth Bryne,2.619,"0,76%",Gareth Bryne,1
The Fires of Heaven,Ch13: A Small Room in Sienda,Elayne Trakand,5.285,"1,53%",Elayne Trakand,1
The Fires of Heaven,Ch14: Meetings,Nynaeve al'Meara,5.010,"1,45%",Nynaeve al'Meara,1
The Fires of Heaven,Ch15: What Can Be Learned in Dreams,Nynaeve al'Meara,4.724,"1,37%",Nynaeve al'Meara,
The Fires of Heaven,Ch15: What Can Be Learned in Dreams,Egwene al'Vere,3.147,"0,91%","Nynaeve al'Meara,Egwene al'Vere",1
The Fires of Heaven,Ch16: An Unexpected Offer,Nynaeve al'Meara,5.979,"1,73%",Nynaeve al'Meara,1
The Fires of Heaven,Ch17: Heading West,Nynaeve al'Meara,4.582,"1,32%",Nynaeve al'Meara,1
The Fires of Heaven,Ch18: A Hound of Darkness,Liandrin,3.710,"1,07%",Liandrin,1
The Fires of Heaven,Ch19: Memories,Morgase Trakand,7.451,"2,15%",Morgase Trakand,
The Fires of Heaven,Ch19: Memories,Padan Fain,1.680,"0,49%","Morgase Trakand,Padan Fain",1
The Fires of Heaven,Ch20: Jangai Pass,Rand al'Thor,3.755,"1,09%",Rand al'Thor,1
The Fires of Heaven,Ch21: The Gift of a Blade,Rand al'Thor,4.428,"1,28%",Rand al'Thor,1
The Fires of Heaven,Ch22: Birdcalls by Night,Matrim Cauthon,2.430,"0,70%",Matrim Cauthon,
The Fires of Heaven,Ch22: Birdcalls by Night,Rand al'Thor,2.665,"0,77%","Matrim Cauthon,Rand al'Thor",1
The Fires of Heaven,"Ch23: ""The Fifth, I Give You""",Egwene al'Vere,3.556,"1,03%",Egwene al'Vere,1
The Fires of Heaven,Ch24: A Message Sent,Egwene al'Vere,4.004,"1,16%",Egwene al'Vere,1
The Fires of Heaven,Ch25: Dreams of Galad,Egwene al'Vere,3.553,"1,03%",Egwene al'Vere,
The Fires of Heaven,Ch25: Dreams of Galad,Moghedien,269,"0,08%","Egwene al'Vere,Moghedien",1
The Fires of Heaven,Ch26: Sallie Daera,Min Farshaw,5.155,"1,49%",Min Farshaw,1
The Fires of Heaven,Ch27: The Practice of Diffidence,Siuan Sanche,6.503,"1,88%",Siuan Sanche,1
The Fires of Heaven,Ch28: Trapped,Gareth Bryne,3.739,"1,08%",Gareth Bryne,
The Fires of Heaven,Ch28: Trapped,Min Farshaw,1.620,"0,47%","Gareth Bryne,Min Farshaw",1
The Fires of Heaven,Ch29: Memories of Saldaea,Hadnan Kadere,2.262,"0,65%",Hadnan Kadere,1
The Fires of Heaven,Ch30: A Wager,Rand al'Thor,3.816,"1,10%",Rand al'Thor,1
The Fires of Heaven,Ch31: The Far Snows,Rand al'Thor,4.564,"1,32%",Rand al'Thor,1
The Fires of Heaven,Ch32: A Short Spear,Rand al'Thor,5.135,"1,48%",Rand al'Thor,1
The Fires of Heaven,Ch33: A Question of Crimson,Nynaeve al'Meara,4.784,"1,38%",Nynaeve al'Meara,1
The Fires of Heaven,Ch34: A Silver Arrow,Nynaeve al'Meara,4.724,"1,37%",Nynaeve al'Meara,
The Fires of Heaven,Ch34: A Silver Arrow,Liandrin,1.393,"0,40%","Nynaeve al'Meara,Liandrin",1
The Fires of Heaven,Ch35: Ripped Away,Elayne Trakand,3.178,"0,92%",Elayne Trakand,1
The Fires of Heaven,Ch36: A New Name,Elayne Trakand,6.198,"1,79%",Elayne Trakand,1
The Fires of Heaven,Ch37: Performances in Samara,Nynaeve al'Meara,4.246,"1,23%",Nynaeve al'Meara,1
The Fires of Heaven,Ch38: An Old Acquaintance,Nynaeve al'Meara,2.791,"0,81%",Nynaeve al'Meara,1
The Fires of Heaven,Ch39: Encounters in Samara,Nynaeve al'Meara,7.284,"2,11%",Nynaeve al'Meara,1
The Fires of Heaven,Ch40: The Wheel Weaves,Nynaeve al'Meara,7.737,"2,24%",Nynaeve al'Meara,1
The Fires of Heaven,Ch41: The Craft of Kin Tovere,Rand al'Thor,4.173,"1,21%",Rand al'Thor,1
The Fires of Heaven,Ch42: Before The Arrow,Matrim Cauthon,4.767,"1,38%",Matrim Cauthon,
The Fires of Heaven,Ch42: Before The Arrow,Rand al'Thor,1.328,"0,38%","Matrim Cauthon,Rand al'Thor",1
The Fires of Heaven,"Ch43: This Place, This Day",Rand al'Thor,3.160,"0,91%",Rand al'Thor,
The Fires of Heaven,"Ch43: This Place, This Day",Matrim Cauthon,3.938,"1,14%","Rand al'Thor,Matrim Cauthon",1
The Fires of Heaven,Ch44: The Lesser Sadness,Rand al'Thor,3.735,"1,08%",Rand al'Thor,
The Fires of Heaven,Ch44: The Lesser Sadness,Matrim Cauthon,2.792,"0,81%","Rand al'Thor,Matrim Cauthon",
The Fires of Heaven,Ch44: The Lesser Sadness,Rand al'Thor,2.056,"0,59%","Rand al'Thor,Matrim Cauthon,Rand al'Thor",1
The Fires of Heaven,Ch45: After the Storm,Matrim Cauthon,2.769,"0,80%",Matrim Cauthon,
The Fires of Heaven,Ch45: After the Storm,Rand al'Thor,3.454,"1,00%","Matrim Cauthon,Rand al'Thor",1
The Fires of Heaven,"Ch46: Other Battle, Other Weapons",Rand al'Thor,7.882,"2,28%",Rand al'Thor,1
The Fires of Heaven,Ch47: The Price of A Ship,Nynaeve al'Meara,6.981,"2,02%",Nynaeve al'Meara,
The Fires of Heaven,Ch47: The Price of A Ship,Elayne Trakand,1.659,"0,48%","Nynaeve al'Meara,Elayne Trakand",1
The Fires of Heaven,Ch48: Leavetakings,Nynaeve al'Meara,4.989,"1,44%",Nynaeve al'Meara,1
The Fires of Heaven,Ch49: To Boannda,Nynaeve al'Meara,11.647,"3,37%",Nynaeve al'Meara,1
The Fires of Heaven,"Ch50: To Teach, and Learn",Nynaeve al'Meara,8.004,"2,31%",Nynaeve al'Meara,
The Fires of Heaven,"Ch50: To Teach, and Learn",Elayne Trakand,1.490,"0,43%","Nynaeve al'Meara,Elayne Trakand",1
The Fires of Heaven,Ch51: News Comes to Cairhien,Rand al'Thor,7.301,"2,11%",Rand al'Thor,
The Fires of Heaven,Ch51: News Comes to Cairhien,Egwene al'Vere,573,"0,17%","Rand al'Thor,Egwene al'Vere",
The Fires of Heaven,Ch51: News Comes to Cairhien,Matrim Cauthon,1.709,"0,49%","Rand al'Thor,Egwene al'Vere,Matrim Cauthon",1
The Fires of Heaven,Ch52: Choices,Rand al'Thor,3.339,"0,97%",Rand al'Thor,
The Fires of Heaven,Ch52: Choices,Hadnan Kadere,1.258,"0,36%","Rand al'Thor,Hadnan Kadere",
The Fires of Heaven,Ch52: Choices,Rand al'Thor,2.155,"0,62%","Rand al'Thor,Hadnan Kadere,Rand al'Thor",
The Fires of Heaven,Ch52: Choices,Moiraine Damodred,462,"0,13%","Rand al'Thor,Hadnan Kadere,Rand al'Thor,Moiraine Damodred",1
The Fires of Heaven,Ch53: Fading Words,Rand al'Thor,4.263,"1,23%",Rand al'Thor,1
The Fires of Heaven,Ch54: To Caemlyn,Rand al'Thor,3.802,"1,10%",Rand al'Thor,
The Fires of Heaven,Ch54: To Caemlyn,Nynaeve al'Meara,5.381,"1,56%","Rand al'Thor,Nynaeve al'Meara",1
The Fires of Heaven,Ch55: The Threads Burn,Rand al'Thor,2.240,"0,65%",Rand al'Thor,
The Fires of Heaven,Ch55: The Threads Burn,Nynaeve al'Meara,1.646,"0,48%","Rand al'Thor,Nynaeve al'Meara",
The Fires of Heaven,Ch55: The Threads Burn,Rand al'Thor,835,"0,24%","Rand al'Thor,Nynaeve al'Meara,Rand al'Thor",
The Fires of Heaven,Ch55: The Threads Burn,Nynaeve al'Meara,1.090,"0,32%","Rand al'Thor,Nynaeve al'Meara,Rand al'Thor,Nynaeve al'Meara",
The Fires of Heaven,Ch55: The Threads Burn,Rand al'Thor,355,"0,10%","Rand al'Thor,Nynaeve al'Meara,Rand al'Thor,Nynaeve al'Meara,Rand al'Thor",
The Fires of Heaven,Ch55: The Threads Burn,Nynaeve al'Meara,1.347,"0,39%","Rand al'Thor,Nynaeve al'Meara,Rand al'Thor,Nynaeve al'Meara,Rand al'Thor,Nynaeve al'Meara",
The Fires of Heaven,Ch55: The Threads Burn,Rand al'Thor,1.087,"0,31%","Rand al'Thor,Nynaeve al'Meara,Rand al'Thor,Nynaeve al'Meara,Rand al'Thor,Nynaeve al'Meara,Rand al'Thor",1
The Fires of Heaven,Ch56: Glowing Embers,Rand al'Thor,1.901,"0,55%",Rand al'Thor,
The Fires of Heaven,Ch56: Glowing Embers,Asmodean,328,"0,09%","Rand al'Thor,Asmodean",
The Fires of Heaven,Ch56: Glowing Embers,Morgase Trakand,835,"0,24%","Rand al'Thor,Asmodean,Morgase Trakand",
The Fires of Heaven,Ch56: Glowing Embers,Quote,77,"0,02%","Rand al'Thor,Asmodean,Morgase Trakand,Quote",1
Lord of Chaos,Prologue: The First Message,Quote,41,"0,01%",Quote,
Lord of Chaos,Prologue: The First Message,Demandred,1.864,"0,47%","Quote,Demandred",
Lord of Chaos,Prologue: The First Message,Nynaeve al'Meara,5.063,"1,28%","Quote,Demandred,Nynaeve al'Meara",
Lord of Chaos,Prologue: The First Message,Elayne Trakand,4.046,"1,02%","Quote,Demandred,Nynaeve al'Meara,Elayne Trakand",
Lord of Chaos,Prologue: The First Message,Faile Bashere,6.021,"1,52%","Quote,Demandred,Nynaeve al'Meara,Elayne Trakand,Faile Bashere",
Lord of Chaos,Prologue: The First Message,Gawyn Trakand,2.591,"0,66%","Quote,Demandred,Nynaeve al'Meara,Elayne Trakand,Faile Bashere,Gawyn Trakand",
Lord of Chaos,Prologue: The First Message,Katerine Alruddin,1.001,"0,25%","Quote,Demandred,Nynaeve al'Meara,Elayne Trakand,Faile Bashere,Gawyn Trakand,Katerine Alruddin",
Lord of Chaos,Prologue: The First Message,Sevanna,637,"0,16%","Quote,Demandred,Nynaeve al'Meara,Elayne Trakand,Faile Bashere,Gawyn Trakand,Katerine Alruddin,Sevanna",
Lord of Chaos,Prologue: The First Message,Morgase Trakand,4.374,"1,11%","Quote,Demandred,Nynaeve al'Meara,Elayne Trakand,Faile Bashere,Gawyn Trakand,Katerine Alruddin,Sevanna,Morgase Trakand",
Lord of Chaos,Prologue: The First Message,Pedron Niall,1.280,"0,32%","Quote,Demandred,Nynaeve al'Meara,Elayne Trakand,Faile Bashere,Gawyn Trakand,Katerine Alruddin,Sevanna,Morgase Trakand,Pedron Niall",
Lord of Chaos,Prologue: The First Message,Mesaana,1.908,"0,48%","Quote,Demandred,Nynaeve al'Meara,Elayne Trakand,Faile Bashere,Gawyn Trakand,Katerine Alruddin,Sevanna,Morgase Trakand,Pedron Niall,Mesaana",
Lord of Chaos,Prologue: The First Message,Osan'gar,1.272,"0,32%","Quote,Demandred,Nynaeve al'Meara,Elayne Trakand,Faile Bashere,Gawyn Trakand,Katerine Alruddin,Sevanna,Morgase Trakand,Pedron Niall,Mesaana,Osan'gar",1
Lord of Chaos,Ch1: Lion on the Hill,Rand al'Thor,6.490,"1,64%",Rand al'Thor,1
Lord of Chaos,Ch2: A New Arrival,Rand al'Thor,5.591,"1,42%",Rand al'Thor,1
Lord of Chaos,Ch3: A Woman's Eyes,Rand al'Thor,6.592,"1,67%",Rand al'Thor,1
Lord of Chaos,Ch4: A Sense of Humor,Rand al'Thor,7.704,"1,95%",Rand al'Thor,1
Lord of Chaos,Ch5: A Different Dance,Matrim Cauthon,12.582,"3,18%",Matrim Cauthon,1
Lord of Chaos,Ch6: Threads Woven of Shadow,Sammael,5.102,"1,29%",Sammael,
Lord of Chaos,Ch6: Threads Woven of Shadow,Graendal,986,"0,25%","Sammael,Graendal",
Lord of Chaos,Ch6: Threads Woven of Shadow,Semirhage,3.091,"0,78%","Sammael,Graendal,Semirhage",1
Lord of Chaos,Ch7: A Matter of Thought,Elayne Trakand,11.728,"2,97%",Elayne Trakand,
Lord of Chaos,Ch7: A Matter of Thought,Demandred,141,"0,04%","Elayne Trakand,Demandred",1
Lord of Chaos,Ch8: The Storm Gathers,Nynaeve al'Meara,9.990,"2,53%",Nynaeve al'Meara,1
Lord of Chaos,Ch9: Plans,Pedron Niall,5.208,"1,32%",Pedron Niall,
Lord of Chaos,Ch9: Plans,Morgase Trakand,2.529,"0,64%","Pedron Niall,Morgase Trakand",1
Lord of Chaos,Ch10: A Saying in the Borderlands,Rand al'Thor,8.249,"2,09%",Rand al'Thor,1
Lord of Chaos,Ch11: Lessons and Teachers,Verin Mathwin,3.197,"0,81%",Verin Mathwin,
Lord of Chaos,Ch11: Lessons and Teachers,Rand al'Thor,2.531,"0,64%","Verin Mathwin,Rand al'Thor",1
Lord of Chaos,Ch12: Questions and Answers,Nynaeve al'Meara,8.590,"2,17%",Nynaeve al'Meara,
Lord of Chaos,Ch12: Questions and Answers,Narrator,10,"0,00%","Nynaeve al'Meara,Narrator",1
Lord of Chaos,Ch13: Under the Dust,Nynaeve al'Meara,7.829,"1,98%",Nynaeve al'Meara,1
Lord of Chaos,Ch14: Dreams and Nightmares,Egwene al'Vere,3.651,"0,92%",Egwene al'Vere,
Lord of Chaos,Ch14: Dreams and Nightmares,Nynaeve al'Meara,2.959,"0,75%","Egwene al'Vere,Nynaeve al'Meara",1
Lord of Chaos,Ch15: A Pile of Sand,Egwene al'Vere,4.030,"1,02%",Egwene al'Vere,
Lord of Chaos,Ch15: A Pile of Sand,Elayne Trakand,4.328,"1,10%","Egwene al'Vere,Elayne Trakand",
Lord of Chaos,Ch15: A Pile of Sand,Sheriam Bayanar,129,"0,03%","Egwene al'Vere,Elayne Trakand,Sheriam Bayanar",1
Lord of Chaos,Ch16: Tellings of the Wheel,Rand al'Thor,5.811,"1,47%",Rand al'Thor,1
Lord of Chaos,Ch17: The Wheel of a Life,Rand al'Thor,5.573,"1,41%",Rand al'Thor,1
Lord of Chaos,Ch18: A Taste of Solitude,Rand al'Thor,4.031,"1,02%",Rand al'Thor,
Lord of Chaos,Ch18: A Taste of Solitude,Egwene al'Vere,3.380,"0,86%","Rand al'Thor,Egwene al'Vere",
Lord of Chaos,Ch18: A Taste of Solitude,Rand al'Thor,322,"0,08%","Rand al'Thor,Egwene al'Vere,Rand al'Thor",
Lord of Chaos,Ch18: A Taste of Solitude,Sulin,149,"0,04%","Rand al'Thor,Egwene al'Vere,Rand al'Thor,Sulin",1
Lord of Chaos,Ch19: Matters of Toh,Rand al'Thor,4.365,"1,10%",Rand al'Thor,
Lord of Chaos,Ch19: Matters of Toh,Aviendha,654,"0,17%","Rand al'Thor,Aviendha",1
Lord of Chaos,Ch20: From the Stedding,Rand al'Thor,5.045,"1,28%",Rand al'Thor,1
Lord of Chaos,Ch21: To Shadar Logoth,Rand al'Thor,5.347,"1,35%",Rand al'Thor,1
Lord of Chaos,Ch22: Heading South,Matrim Cauthon,6.192,"1,57%",Matrim Cauthon,1
Lord of Chaos,Ch23: To Understand a Message,Graendal,1.811,"0,46%",Graendal,
Lord of Chaos,Ch23: To Understand a Message,Sammael,144,"0,04%","Graendal,Sammael",1
Lord of Chaos,Ch24: An Embassy,Egwene al'Vere,4.754,"1,20%",Egwene al'Vere,1
